jee_main_score,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout,Income vs Admission,PSxIA,peer_focused_mh,parental_support
72.68,1,72.62,1,1,5.7,0,0,1,0,0,1,0,3,5.28,0,1.76
72.57,1,70.89,2,2,7.8,1,1,1,2,0,1,0,4,10.56,4,2.64
62.17,0,85.09,1,0,3.0,1,0,1,1,1,1,0,4,3.6,3,0.8999999999999999
62.72,1,71.31,1,2,5.0,0,1,0,0,1,0,1,0,0.0,1,1.8
52.36,0,72.24,1,2,5.3,2,2,1,0,1,1,0,5,10.45,1,2.09
96.49,2,89.12,2,2,5.6,2,1,1,0,1,0,0,2,3.96,1,1.98
54.59,1,80.08,2,1,6.0,1,3,1,2,0,0,0,1,2.45,4,2.45
62.3,1,91.63,2,0,4.8,1,2,2,1,1,1,0,4,7.359999999999999,3,1.84
61.94,2,87.59,1,1,5.5,2,2,2,1,0,1,0,5,10.499999999999998,2,2.1
84.53,1,66.13,1,2,2.7,0,1,0,2,1,0,1,0,0.0,5,1.11
67.87,1,84.9,2,0,4.8,0,3,1,0,1,1,0,3,6.12,1,2.04
89.47,0,90.25,1,0,3.5,1,3,0,1,0,1,0,4,6.6000000000000005,2,1.65
62.57,1,90.33,1,1,2.0,0,0,0,1,1,0,1,0,0.0,3,0.65
75.91,2,84.88,1,0,3.5,1,2,1,0,1,1,0,4,5.800000000000001,1,1.4500000000000002
60.31,1,84.68,2,2,5.0,0,0,0,2,0,0,1,0,0.0,4,1.6
100.0,0,71.97,2,2,5.4,1,2,1,1,0,1,0,4,8.48,2,2.12
55.37,2,66.63,2,0,2.0,0,2,1,0,0,1,0,3,3.0,0,1.0
76.34,2,71.48,1,2,2.6,1,2,2,0,1,0,0,1,1.2800000000000002,1,1.2800000000000002
80.87,2,58.35,1,0,5.9,2,2,0,0,0,1,0,5,10.85,0,2.17
77.79,2,88.43,2,0,5.5,2,1,0,2,0,0,0,2,3.7,4,1.85
69.41,0,72.17,2,0,6.3,2,3,1,1,0,1,0,5,12.45,2,2.49
70.18,0,87.91,2,1,7.2,2,2,2,2,1,0,0,2,5.22,5,2.61
72.61,0,62.69,1,0,5.6,1,0,2,2,0,1,0,4,6.72,4,1.68
69.94,0,85.83,2,2,3.7,0,0,0,0,1,0,1,0,0.0,1,1.2100000000000002
85.49,1,70.05,2,0,4.7,1,1,2,0,0,0,0,1,1.61,0,1.61
100.0,0,62.16,2,2,7.8,1,3,0,0,1,1,0,4,12.16,1,3.04
64.2,1,91.27,1,2,10.0,1,2,0,2,1,0,0,1,3.5,5,3.5
52.82,2,86.07,2,0,5.4,0,1,2,1,0,0,1,0,0.0,2,1.82
70.76,1,77.12,1,2,5.6,1,0,1,0,1,1,0,4,7.12,1,1.78
100.0,1,75.34,2,2,6.0,2,3,0,1,0,1,0,5,12.5,2,2.5
60.75,1,79.4,1,2,4.5,2,2,0,1,1,0,0,2,3.7,3,1.85
94.95,0,76.95,2,0,6.8,1,3,0,1,1,0,0,1,2.64,3,2.64
95.49,0,67.08,2,2,6.5,2,0,0,0,1,0,0,2,4.1,1,2.05
64.25,2,70.88,1,1,5.2,2,1,2,1,1,1,0,5,9.05,3,1.81
79.97,0,94.61,2,0,3.9,0,1,2,2,1,1,0,3,4.109999999999999,5,1.37
94.8,1,100.0,2,1,1.5,1,0,2,2,1,0,1,1,0.4999999999999999,5,0.4999999999999999
66.69,0,90.63,2,0,6.0,1,2,2,2,0,1,0,4,8.799999999999999,4,2.2
69.15,0,79.78,2,0,4.9,2,2,0,0,0,0,0,2,3.74,0,1.87
63.86,1,71.62,1,1,3.0,1,3,1,2,0,1,0,4,6.2,4,1.55
57.79,2,67.02,1,0,2.2,1,0,1,1,1,1,0,4,2.64,3,0.66
62.91,0,67.68,1,2,5.8,2,0,2,0,1,0,0,2,3.68,1,1.84
54.86,2,69.47,1,0,1.3,2,2,0,0,0,1,0,5,3.95,0,0.79
72.48,1,96.51,1,0,5.1,1,0,2,1,1,1,0,4,6.119999999999999,3,1.5299999999999998
61.22,0,93.06,1,1,6.2,0,1,1,2,0,1,0,3,6.33,4,2.11
75.27,2,82.46,1,0,5.6,2,2,2,1,0,0,0,2,4.16,2,2.08
50.22,2,65.39,1,2,3.7,1,2,0,1,0,1,0,4,6.440000000000001,2,1.6100000000000003
76.63,1,83.93,2,1,2.0,2,1,0,0,1,0,0,2,1.7000000000000002,1,0.8500000000000001
83.67,0,72.61,2,1,5.7,1,0,0,2,0,1,0,4,7.04,4,1.76
44.09,2,53.47,1,1,6.9,1,2,2,2,1,0,0,1,2.52,5,2.52
77.24,2,77.87,1,0,3.4,0,2,1,2,0,1,0,3,4.26,4,1.42
89.19,2,66.58,1,2,5.5,2,2,0,1,1,1,0,5,10.75,3,2.15
55.07,2,66.92,2,2,7.7,0,0,1,0,1,1,0,3,7.23,1,2.41
95.42,2,72.5,1,1,5.2,2,2,1,0,0,0,0,2,4.02,0,2.01
77.87,2,70.02,1,0,3.7,0,0,2,0,1,1,0,3,3.33,1,1.11
62.13,2,74.66,1,1,6.6,2,3,2,2,1,0,0,2,5.26,5,2.63
71.22,2,74.18,1,2,3.0,0,1,1,2,0,0,1,0,0.0,4,1.2
79.82,2,56.24,2,0,1.9,0,0,0,0,0,0,1,0,0.0,0,0.57
73.06,2,90.2,1,0,6.1,2,0,0,1,0,1,0,5,9.15,2,1.83
79.54,0,65.17,2,1,3.7,0,1,2,0,1,1,0,3,4.08,1,1.36
59.11,1,65.48,2,0,3.9,0,0,0,1,0,1,0,3,3.51,2,1.17
74.37,1,71.71,2,0,3.2,2,1,1,0,1,1,0,5,5.8,1,1.16
52.21,1,73.92,1,0,3.6,2,3,0,1,0,0,0,2,3.3600000000000003,2,1.6800000000000002
70.44,2,89.59,2,0,7.3,1,2,2,0,0,0,0,1,2.59,0,2.59
59.35,1,77.69,1,0,7.8,2,1,1,2,0,1,0,5,12.7,4,2.54
61.7,2,80.66,1,1,8.1,1,1,1,2,0,0,0,1,2.68,4,2.68
89.31,0,77.75,1,2,6.7,0,2,0,2,1,0,1,0,0.0,5,2.51
87.28,1,77.31,1,2,5.4,2,2,0,2,1,0,0,2,4.24,5,2.12
80.53,0,78.1,1,0,1.6,1,0,1,0,1,1,0,4,1.92,1,0.48
56.71,0,55.67,1,2,4.1,2,0,2,2,0,0,0,2,2.66,4,1.3299999999999998
67.57,2,72.5,1,1,8.8,1,0,2,1,1,1,0,4,10.76,3,2.69
88.98,1,86.62,1,2,3.6,1,2,0,1,1,1,0,4,6.32,3,1.58
73.98,0,100.0,2,0,7.5,2,2,2,2,1,1,0,5,13.25,5,2.65
100.0,1,62.96,1,1,4.6,0,2,1,2,1,0,1,0,0.0,5,1.83
77.51,0,79.23,2,1,0.0,0,0,2,2,1,0,1,0,0.0,5,0.05
74.69,0,69.29,1,2,5.8,1,2,1,0,0,1,0,4,8.96,0,2.24
67.67,2,95.48,2,2,7.0,1,2,0,1,1,0,0,1,2.6,3,2.6
73.87,1,61.46,2,0,4.4,0,3,2,1,1,1,0,3,5.760000000000001,3,1.92
69.87,2,81.25,1,0,7.0,2,1,1,1,0,1,0,5,11.500000000000002,2,2.3000000000000003
81.91,2,60.93,2,2,1.2,2,1,0,0,1,1,0,5,3.3000000000000003,1,0.66
85.39,2,71.81,1,2,1.7,0,2,1,0,0,1,0,3,3.03,0,1.01
61.0,2,74.66,2,0,4.9,0,0,2,1,1,0,1,0,0.0,3,1.47
53.36,2,85.7,1,2,5.5,0,3,1,1,1,1,0,3,7.050000000000001,3,2.35
46.29,0,64.23,2,0,7.2,1,3,0,1,1,1,1,4,11.04,3,2.76
79.11,1,81.63,2,0,5.8,0,1,0,2,0,0,1,0,0.0,4,1.94
56.55,1,75.19,1,1,2.1,0,3,2,0,1,0,1,0,0.0,1,1.28
41.86,2,77.73,2,1,4.9,0,3,0,1,0,0,1,0,0.0,2,2.12
77.44,1,84.58,1,0,5.7,0,3,2,2,0,1,0,3,6.93,4,2.31
100.0,0,62.17,1,0,0.8,2,2,0,1,1,1,0,5,3.2,3,0.64
71.92,2,83.11,2,1,4.4,2,1,2,1,1,1,0,5,7.85,3,1.57
83.74,0,69.31,2,0,3.8,0,1,0,0,1,0,1,0,0.0,1,1.34
73.15,0,85.96,2,0,3.2,1,0,2,1,0,1,0,4,3.84,2,0.96
70.62,2,78.35,1,1,5.5,1,2,1,0,1,0,0,1,2.1,1,2.1
84.87,0,72.9,1,0,2.2,2,3,1,0,0,0,0,2,2.5200000000000005,0,1.2600000000000002
67.94,2,69.1,1,0,5.3,1,2,2,1,0,1,0,4,7.959999999999999,2,1.99
75.74,0,83.23,1,0,5.6,1,3,0,2,1,1,0,4,9.12,5,2.28
76.5,1,87.61,2,0,6.7,2,3,0,1,0,0,0,2,5.22,2,2.61
62.65,1,69.67,1,1,2.3,0,0,2,1,0,0,1,0,0.0,2,0.74
85.89,1,63.67,1,0,1.5,0,0,0,1,1,0,1,0,0.0,3,0.4499999999999999
69.55,2,81.94,2,0,5.1,2,0,2,2,1,1,0,5,7.649999999999999,5,1.5299999999999998
61.42,0,60.51,2,2,3.9,0,3,1,0,0,0,1,0,0.0,0,1.87
79.51,0,61.94,2,0,10.0,0,3,2,2,1,0,1,0,0.0,5,3.6
59.42,1,64.37,1,2,5.4,2,2,0,2,0,1,0,5,10.6,4,2.12
72.39,1,70.85,2,2,4.6,2,1,0,1,0,0,0,2,3.36,2,1.68
71.87,2,61.64,2,0,4.2,2,3,2,1,0,1,0,5,9.3,2,1.86
87.2,2,55.61,1,1,2.1,1,2,2,2,0,0,0,1,1.08,4,1.08
78.65,0,63.65,1,2,5.6,2,2,2,0,0,0,0,2,4.36,0,2.18
71.65,2,81.42,1,2,4.3,2,3,2,0,1,1,0,5,9.95,1,1.99
83.45,2,62.28,1,2,4.3,2,3,1,1,1,1,0,5,9.95,3,1.99
91.46,2,71.6,2,0,4.7,2,0,0,0,0,0,0,2,2.82,0,1.41
79.81,1,94.47,1,0,4.9,0,0,0,0,1,1,0,3,4.41,1,1.47
72.14,1,74.51,2,1,1.0,2,0,2,0,1,1,0,5,1.75,1,0.35
53.63,0,78.43,2,0,6.2,2,2,2,2,1,0,0,2,4.52,5,2.26
57.09,2,65.54,1,0,2.8,1,0,2,2,1,0,0,1,0.84,5,0.84
67.73,1,96.63,1,1,4.2,1,3,1,1,0,0,0,1,1.91,2,1.91
63.47,2,69.59,1,0,7.1,0,0,1,0,0,1,0,3,6.39,0,2.13
69.38,0,72.72,1,0,8.1,2,3,2,1,1,1,0,5,15.15,3,3.03
72.79,2,88.17,2,2,1.1,2,3,0,2,0,0,1,2,2.0600000000000005,4,1.0300000000000002
79.42,0,73.18,1,0,4.6,2,1,1,1,0,1,0,5,7.899999999999999,2,1.5799999999999998
71.01,0,75.48,1,2,5.0,1,1,0,2,0,0,0,1,1.8,4,1.8
78.81,1,72.18,2,0,1.5,0,0,1,2,0,1,1,3,1.35,4,0.4499999999999999
72.9,2,72.25,2,0,6.1,1,3,2,1,0,0,0,1,2.43,2,2.43
44.34,1,78.71,2,0,4.7,2,1,2,0,1,1,1,5,8.049999999999999,1,1.61
58.85,2,80.53,1,0,4.9,1,2,0,1,0,1,0,4,7.48,2,1.87
69.98,2,68.57,2,0,2.7,2,1,2,0,0,0,0,2,2.02,0,1.01
55.06,0,67.34,2,1,5.3,2,0,0,1,0,1,0,5,8.2,2,1.64
80.4,0,68.91,2,0,6.2,2,2,2,1,1,1,0,5,11.3,3,2.26
93.43,2,60.99,1,0,4.8,0,2,2,1,1,0,1,0,0.0,3,1.84
89.06,1,59.1,2,2,3.5,1,3,0,2,0,0,0,1,1.7500000000000002,4,1.7500000000000002
69.01,0,77.97,1,0,3.6,2,3,2,1,0,0,0,2,3.3600000000000003,2,1.6800000000000002
92.87,0,84.39,2,0,4.9,2,3,1,2,1,1,0,5,10.35,5,2.0700000000000003
74.08,2,83.71,2,1,4.6,0,3,2,2,0,1,0,3,6.09,4,2.03
67.28,2,51.18,2,0,6.3,0,1,0,2,1,1,0,3,6.27,5,2.09
63.41,0,72.55,2,0,3.5,2,0,2,1,0,0,0,2,2.1,2,1.05
67.77,1,63.98,2,2,2.1,2,0,1,1,0,0,0,2,1.46,2,0.73
66.57,0,76.44,2,2,5.2,2,3,2,1,0,0,0,2,4.5200000000000005,2,2.26
74.39,2,70.82,1,1,3.5,2,1,2,1,0,1,0,5,6.5,2,1.3
74.25,0,80.92,1,2,6.1,0,1,1,2,1,0,1,0,0.0,5,2.13
72.04,2,74.81,1,0,4.5,1,1,2,0,0,1,0,4,6.199999999999999,0,1.5499999999999998
78.12,0,56.04,2,0,5.8,0,0,2,0,1,1,0,3,5.22,1,1.74
88.67,2,65.33,1,0,2.5,0,3,0,2,1,1,0,3,4.050000000000001,5,1.35
85.29,2,75.06,2,0,4.8,1,1,0,2,1,0,0,1,1.64,5,1.64
51.21,1,75.9,1,2,3.1,2,1,0,0,1,1,0,5,6.15,1,1.23
36.25,2,60.94,2,2,2.1,2,3,0,0,1,1,0,5,6.65,1,1.33
85.08,0,59.64,1,0,2.8,1,1,1,0,0,0,0,1,1.04,0,1.04
52.86,2,75.56,2,0,3.4,0,0,0,0,1,0,1,0,0.0,1,1.02
68.85,0,60.96,2,2,7.0,2,2,0,0,1,0,0,2,5.2,1,2.6
55.62,1,58.31,1,0,3.4,1,0,2,1,0,0,0,1,1.02,2,1.02
46.77,0,70.55,2,0,2.0,1,3,1,0,1,1,1,4,4.800000000000001,1,1.2000000000000002
79.58,1,70.12,1,0,4.8,1,3,1,1,1,1,0,4,8.16,3,2.04
82.63,1,66.22,1,1,4.6,2,0,0,1,0,0,0,2,2.86,2,1.43
63.93,2,67.96,1,0,3.5,1,2,2,2,1,1,0,4,5.800000000000001,5,1.4500000000000002
35.73,1,75.14,1,0,4.2,0,3,1,2,1,0,1,0,0.0,5,1.86
64.35,0,67.8,2,0,6.5,0,3,1,0,0,1,0,3,7.649999999999999,0,2.55
77.49,1,75.71,1,2,5.8,1,0,0,2,1,0,0,1,1.84,5,1.84
51.3,1,71.2,2,1,5.7,1,2,0,0,1,0,0,1,2.16,1,2.16
74.57,2,76.68,2,0,2.1,1,2,0,2,0,1,0,4,4.12,4,1.03
71.79,0,83.78,2,0,10.0,0,2,2,2,0,1,0,3,10.2,4,3.4
80.11,1,83.39,1,2,6.6,2,3,0,0,1,1,0,5,13.4,1,2.68
73.67,2,87.88,2,0,5.5,0,2,1,2,0,1,0,3,6.15,4,2.05
58.38,2,83.38,2,0,2.2,1,0,1,0,1,0,0,1,0.66,1,0.66
88.75,0,77.39,1,0,6.4,2,3,0,2,1,1,0,5,12.6,5,2.52
69.78,2,70.67,2,0,3.5,2,2,1,0,0,1,0,5,7.250000000000001,0,1.4500000000000002
71.62,1,71.12,2,0,4.1,1,1,2,1,1,0,0,1,1.4299999999999995,3,1.4299999999999995
58.93,2,66.22,2,0,1.1,1,2,0,0,0,1,0,4,2.92,0,0.73
65.79,0,75.05,2,0,2.0,0,2,1,2,0,0,1,0,0.0,4,1.0
59.61,0,81.97,2,0,5.4,0,3,1,1,0,1,0,3,6.66,2,2.22
69.58,2,67.74,1,1,6.5,0,0,0,1,0,1,0,3,6.0,2,2.0
95.96,1,74.63,1,0,5.9,1,1,1,0,0,0,0,1,1.97,0,1.97
52.79,2,68.23,1,0,5.8,2,3,1,0,1,0,0,2,4.68,1,2.34
49.41,0,77.09,1,2,4.4,0,2,0,1,1,0,1,0,0.0,3,1.8200000000000005
92.6,2,69.51,1,0,3.7,1,3,2,0,1,0,0,1,1.7100000000000002,1,1.7100000000000002
69.07,2,67.6,2,1,5.1,2,3,1,0,0,1,0,5,10.9,0,2.18
62.63,1,68.2,1,1,6.1,1,1,2,0,0,1,0,4,8.319999999999999,0,2.08
86.56,2,80.03,2,1,4.5,1,2,2,2,0,1,0,4,7.2,4,1.8
63.52,1,74.03,2,1,6.9,1,3,2,2,0,1,0,4,10.88,4,2.72
97.56,2,70.72,1,0,4.1,0,0,2,1,0,0,1,0,0.0,2,1.2299999999999998
81.49,2,77.61,1,1,2.5,1,1,2,1,1,0,0,1,1.0,3,1.0
65.17,1,70.85,2,2,4.5,1,3,1,1,0,0,0,1,2.05,2,2.05
100.0,1,86.27,2,0,4.7,1,1,1,0,0,0,0,1,1.61,0,1.61
63.52,0,65.26,1,1,4.3,0,3,2,0,0,1,0,3,5.82,0,1.94
82.39,1,73.13,1,0,7.1,1,3,0,0,1,1,0,4,10.92,1,2.73
76.19,2,60.95,2,0,6.1,1,3,2,1,1,0,0,1,2.43,3,2.43
90.22,0,71.53,2,0,1.6,0,0,0,1,1,1,0,3,1.44,3,0.48
93.86,1,58.2,1,0,7.6,1,0,1,2,0,0,0,1,2.28,4,2.28
72.45,1,82.46,1,0,0.0,2,0,0,0,0,1,0,5,0.0,0,0.0
61.45,0,82.67,1,0,8.8,1,3,1,0,0,0,0,1,3.24,0,3.24
78.44,2,82.84,2,1,3.9,1,0,0,2,1,1,0,4,4.88,5,1.22
62.51,2,75.29,2,2,4.1,0,1,2,1,0,1,0,3,4.59,2,1.5299999999999998
100.0,0,66.2,2,0,4.4,0,0,1,1,0,1,0,3,3.96,2,1.32
73.91,2,67.0,2,2,5.3,0,1,0,1,1,0,1,0,0.0,3,1.89
66.89,1,90.3,1,0,4.5,0,2,2,0,1,0,1,0,0.0,1,1.75
74.59,2,89.36,1,2,4.2,2,2,0,2,1,0,0,2,3.5200000000000005,5,1.7600000000000002
53.14,1,76.23,2,0,7.1,1,0,0,2,1,1,0,4,8.52,5,2.13
58.4,2,69.84,2,2,5.6,1,0,0,1,1,1,0,4,7.12,3,1.78
88.81,1,88.69,1,2,2.6,2,1,1,0,1,1,0,5,5.4,1,1.08
62.8,0,68.05,2,0,6.0,0,3,1,2,1,1,0,3,7.199999999999999,5,2.4
57.34,1,77.29,1,0,5.5,1,1,2,0,1,1,0,4,7.399999999999999,1,1.85
79.51,2,88.52,1,0,3.4,2,2,0,1,0,1,0,5,7.1,2,1.42
88.6,1,66.64,2,2,6.1,1,3,0,1,1,1,0,4,10.12,3,2.53
82.07,2,83.29,2,0,4.2,2,1,1,2,0,0,0,2,2.92,4,1.46
85.94,2,80.21,1,1,4.1,2,0,1,1,1,0,0,2,2.56,3,1.2799999999999998
61.4,1,74.6,1,1,4.0,1,2,0,2,0,0,0,1,1.65,4,1.65
52.09,2,65.07,2,0,0.0,0,2,0,1,0,0,1,0,0.0,2,0.4
93.02,0,67.76,2,1,3.4,0,0,0,2,0,1,0,3,3.21,4,1.07
67.48,2,77.89,2,0,5.9,2,1,1,1,0,1,0,5,9.85,2,1.97
68.49,0,60.77,1,2,4.5,0,0,0,1,1,0,1,0,0.0,3,1.45
90.59,0,76.31,2,0,1.9,1,1,0,0,1,1,0,4,3.08,1,0.77
79.79,2,80.41,1,1,6.4,2,2,1,0,0,1,0,5,11.849999999999998,0,2.37
78.38,0,84.85,1,1,3.9,1,0,1,1,0,1,0,4,4.88,2,1.22
100.0,0,61.02,2,0,2.1,1,2,1,2,1,0,0,1,1.03,5,1.03
62.99,1,88.16,1,0,8.9,0,2,1,1,1,0,1,0,0.0,3,3.07
84.99,0,91.95,2,0,2.4,1,3,0,0,1,1,0,4,5.28,1,1.32
72.8,0,79.1,2,0,6.3,2,0,1,2,0,0,0,2,3.78,4,1.89
75.76,0,64.62,2,1,3.0,2,2,1,1,0,1,0,5,6.749999999999999,2,1.35
93.4,0,71.72,2,2,4.8,1,1,0,1,1,1,0,4,6.96,3,1.74
79.11,0,74.52,2,2,2.7,1,0,2,0,1,0,0,1,0.91,1,0.91
79.54,2,77.7,1,0,2.0,2,1,0,2,0,0,0,2,1.6,4,0.8
87.02,0,75.22,2,0,5.5,0,1,0,2,1,1,0,3,5.55,5,1.85
66.89,2,77.81,1,1,5.3,0,1,0,2,1,1,0,3,5.52,5,1.84
60.25,2,74.09,2,2,6.8,0,0,0,1,1,1,0,3,6.42,3,2.14
57.37,2,77.65,2,0,4.4,1,1,0,0,0,1,0,4,6.08,0,1.52
44.47,1,70.39,2,0,8.9,1,0,0,1,0,0,0,1,2.67,2,2.67
100.0,1,71.62,2,1,5.0,2,3,0,0,1,0,0,2,4.3,1,2.15
56.56,2,69.24,1,1,5.6,2,1,2,0,0,0,0,2,3.86,0,1.93
68.9,1,94.17,2,0,1.8,2,0,0,2,1,0,1,2,1.08,5,0.54
68.12,0,89.64,2,0,3.3,2,1,0,1,0,1,0,5,5.949999999999999,2,1.19
76.3,2,80.55,2,0,5.5,0,2,0,2,1,1,0,3,6.15,5,2.05
83.42,2,88.25,1,0,4.3,1,1,0,0,0,0,0,1,1.4899999999999998,0,1.4899999999999998
84.05,2,82.98,2,1,4.9,1,2,0,0,0,1,0,4,7.680000000000001,0,1.92
63.84,1,76.81,1,0,2.9,0,2,2,2,0,0,1,0,0.0,4,1.27
69.66,1,59.94,2,1,4.7,2,1,1,2,1,1,0,5,8.299999999999999,5,1.66
75.96,1,72.38,2,0,4.7,2,1,1,0,1,0,0,2,3.22,1,1.61
68.52,0,71.65,2,0,2.1,1,2,0,1,0,0,0,1,1.03,2,1.03
94.5,1,63.67,2,0,5.8,2,3,2,2,1,1,0,5,11.7,5,2.34
78.87,2,60.14,2,1,1.1,1,0,2,1,1,0,0,1,0.38,3,0.38
82.29,1,79.93,2,0,4.9,0,1,2,0,0,0,1,0,0.0,0,1.67
81.28,1,78.25,2,0,8.0,1,2,1,2,1,0,0,1,2.8,5,2.8
88.43,1,63.33,1,1,5.9,0,0,1,2,0,1,0,3,5.46,4,1.82
74.53,1,67.54,2,0,5.8,2,1,2,0,1,1,0,5,9.7,1,1.94
53.84,2,86.61,2,2,2.7,1,0,1,2,0,0,0,1,0.91,4,0.91
77.6,1,66.22,1,2,8.0,2,2,1,2,0,0,0,2,5.8,4,2.9
62.88,2,76.71,2,0,7.3,2,1,0,1,0,0,0,2,4.78,2,2.39
64.6,1,73.1,2,0,2.8,2,3,0,2,1,1,0,5,7.199999999999999,5,1.44
80.21,0,80.06,1,1,3.6,1,0,0,1,0,0,0,1,1.13,2,1.13
89.34,0,66.44,2,0,7.0,2,1,2,2,0,1,0,5,11.500000000000002,4,2.3000000000000003
72.3,2,75.9,2,1,8.1,1,0,0,2,0,0,0,1,2.4799999999999995,4,2.4799999999999995
76.32,2,76.69,1,0,2.0,2,0,2,0,0,1,0,5,3.0,0,0.6
95.83,0,77.3,1,0,2.5,0,1,0,0,1,0,1,0,0.0,1,0.95
75.37,0,75.79,2,1,4.2,1,1,2,2,1,0,0,1,1.51,5,1.51
100.0,1,78.45,1,0,0.2,0,1,1,1,0,0,1,0,0.0,2,0.26
79.92,0,96.92,1,0,4.5,0,2,2,0,1,0,1,0,0.0,1,1.75
47.35,2,100.0,1,1,6.9,1,1,1,0,1,1,1,4,9.28,1,2.32
82.55,2,68.61,2,0,1.6,1,0,0,0,1,0,0,1,0.48,1,0.48
77.34,0,51.82,2,2,4.8,1,1,1,2,1,0,0,1,1.74,5,1.74
90.06,2,80.95,1,0,3.3,2,2,1,1,0,1,0,5,6.949999999999999,2,1.39
81.42,1,76.86,1,2,7.8,2,2,0,1,0,1,0,5,14.2,2,2.84
70.06,1,85.61,1,2,3.4,0,1,2,2,1,0,1,0,0.0,5,1.32
54.86,0,77.85,1,0,7.5,1,0,2,0,0,1,0,4,9.0,0,2.25
69.07,2,75.59,2,2,3.3,0,2,2,1,0,0,1,0,0.0,2,1.49
60.09,0,86.29,2,0,6.0,2,0,0,1,1,1,0,5,9.0,3,1.7999999999999998
63.87,2,87.69,2,0,5.0,0,3,2,2,1,0,1,0,0.0,5,2.1
80.24,2,61.13,2,1,4.2,0,2,1,1,0,1,0,3,5.130000000000001,2,1.7100000000000002
95.38,2,66.83,1,0,2.9,1,3,0,1,1,1,0,4,5.880000000000001,3,1.4700000000000002
77.53,1,73.94,2,0,5.1,1,2,2,0,0,0,0,1,1.93,0,1.93
55.26,2,75.98,1,0,3.6,0,0,1,0,0,1,0,3,3.24,0,1.08
78.22,1,72.74,1,0,3.1,2,3,1,0,1,1,0,5,7.65,1,1.53
88.75,2,79.34,1,2,7.4,0,0,2,1,1,0,1,0,0.0,3,2.3200000000000003
63.46,0,84.96,1,0,5.6,2,2,0,0,1,1,0,5,10.4,1,2.08
70.12,1,92.23,2,0,5.8,0,0,1,2,1,0,1,0,0.0,5,1.74
72.21,1,80.79,1,1,3.7,0,3,1,0,0,0,1,0,0.0,0,1.7600000000000002
61.01,1,66.48,1,0,4.1,1,1,1,0,1,1,0,4,5.719999999999999,1,1.4299999999999995
81.08,0,73.53,1,1,4.0,0,1,1,1,0,1,0,3,4.35,2,1.45
70.31,1,74.25,1,0,5.2,2,2,2,0,1,0,0,2,3.92,1,1.96
77.87,0,80.15,2,0,5.8,0,1,0,2,1,0,1,0,0.0,5,1.94
59.58,2,78.88,1,0,4.4,0,2,1,0,1,1,0,3,5.16,1,1.7200000000000002
65.88,2,95.5,2,0,2.9,2,0,1,0,1,0,0,2,1.74,1,0.87
82.11,0,70.38,1,2,6.0,0,0,1,2,1,1,0,3,5.699999999999999,5,1.9
66.78,1,78.85,2,0,4.6,0,3,0,2,1,1,0,3,5.94,5,1.98
96.18,1,98.55,1,0,1.6,0,3,1,0,0,1,0,3,3.24,0,1.08
66.41,0,69.15,1,1,0.2,0,1,0,1,0,1,0,3,0.93,2,0.31
75.15,2,76.45,2,0,5.1,2,0,0,2,1,0,0,2,3.06,5,1.5299999999999998
85.06,0,65.55,2,0,2.8,2,3,0,2,1,1,0,5,7.199999999999999,5,1.44
52.14,1,75.82,2,0,5.4,2,1,0,1,1,0,0,2,3.64,3,1.82
47.35,1,67.2,1,0,2.9,2,2,2,2,1,0,1,2,2.54,5,1.27
50.64,1,85.47,2,0,4.8,0,3,2,2,0,1,0,3,6.12,4,2.04
89.68,1,76.47,2,0,3.7,2,3,2,1,0,1,0,5,8.55,2,1.7100000000000002
64.27,2,65.65,1,1,8.0,0,1,1,0,0,1,0,3,7.949999999999999,0,2.65
100.0,2,83.41,2,2,6.4,1,3,0,1,0,1,0,4,10.48,2,2.62
64.1,2,76.8,1,0,7.2,0,1,0,0,0,0,1,0,0.0,0,2.3600000000000003
74.58,1,84.53,1,2,4.5,0,3,2,2,1,1,0,3,6.15,5,2.05
93.59,1,63.52,2,0,6.1,2,0,2,2,1,0,0,2,3.66,5,1.83
100.0,1,78.69,1,0,4.7,2,0,0,0,0,0,0,2,2.82,0,1.41
100.0,0,82.73,1,0,7.4,2,0,2,1,0,1,0,5,11.1,2,2.22
88.92,1,70.77,1,0,4.4,1,3,1,2,1,1,0,4,7.680000000000001,5,1.92
86.34,2,62.41,1,2,1.7,0,1,1,1,1,0,1,0,0.0,3,0.8099999999999999
80.3,2,74.58,2,1,0.5,1,0,1,0,1,0,0,1,0.2,1,0.2
82.9,2,87.28,2,0,7.8,0,2,0,0,0,0,1,0,0.0,0,2.74
64.28,0,86.26,1,0,5.5,0,3,2,0,1,0,1,0,0.0,1,2.25
60.55,2,70.72,2,1,5.6,1,1,1,1,0,0,0,1,1.93,2,1.93
71.95,0,62.17,1,1,7.5,1,3,1,1,0,1,0,4,11.6,2,2.9
69.62,0,70.69,2,1,1.2,0,1,1,0,0,0,1,0,0.0,0,0.6100000000000001
65.65,0,70.32,2,1,3.8,1,1,1,2,0,0,0,1,1.39,4,1.39
81.75,1,79.46,1,0,4.0,2,3,1,0,0,0,0,2,3.6,0,1.8
85.37,1,73.95,1,1,6.0,0,2,2,2,0,1,0,3,6.749999999999998,4,2.25
