jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout
91.32,52.22,94.05,0,56.71,2,0,6.1,1,2,2,0,1,1,0
63.24,88.03,85.33,2,58.21,2,2,2.2,1,1,1,1,0,1,0
77.54,82.32,47.93,0,84.75,1,0,5.8,1,2,0,0,1,0,0
78.92,60.19,72.65,0,67.68,2,0,1.7,0,0,0,2,1,0,1
75.65,79.67,68.01,2,65.93,1,1,0.5,1,2,2,2,1,0,1
64.3,71.46,77.92,0,74.64,1,0,6.0,2,0,1,2,0,1,0
62.6,90.0,59.06,1,68.56,1,0,7.4,0,1,1,0,1,0,1
71.64,67.19,57.92,0,76.0,2,0,4.0,1,0,2,2,0,1,0
88.42,82.41,59.89,1,72.97,2,1,3.4,0,2,1,1,0,0,1
79.61,100.0,61.14,0,63.0,1,0,7.9,1,0,2,2,0,0,0
66.81,75.57,77.78,2,69.89,1,0,4.1,0,0,0,0,1,1,0
82.8,66.79,53.83,2,79.43,2,1,4.4,2,1,0,1,1,1,0
32.12,77.56,60.53,0,75.42,2,2,7.9,1,0,0,1,1,1,0
88.08,60.16,46.53,1,74.18,1,0,3.8,1,3,2,1,0,0,0
47.64,100.0,80.09,0,94.37,2,2,3.2,0,1,2,2,1,0,1
66.93,68.88,83.25,2,82.31,1,1,6.1,2,2,0,2,1,0,0
56.32,61.63,64.08,0,83.52,1,1,3.1,1,1,2,0,0,1,0
53.87,52.63,64.42,2,73.34,2,0,4.2,2,2,1,1,1,1,0
88.25,83.56,73.44,1,77.2,2,0,1.9,1,2,0,0,1,1,0
65.45,79.87,85.69,1,70.69,2,0,4.9,2,0,1,0,0,0,0
76.85,58.04,72.9,2,82.78,1,0,4.6,1,1,1,0,1,0,0
71.34,75.22,59.63,1,73.9,2,2,6.4,0,2,2,1,1,0,1
78.68,41.86,48.57,2,77.22,2,1,6.2,0,3,2,1,1,1,0
73.08,68.96,54.62,2,76.61,1,0,5.6,2,0,0,0,1,0,0
54.04,73.24,68.88,2,74.82,1,1,5.3,1,0,2,1,1,1,0
85.95,93.32,60.14,0,100.0,2,2,4.4,1,2,2,2,0,0,0
65.09,53.67,70.34,1,68.33,2,2,5.7,2,3,1,1,1,1,0
50.21,45.55,61.36,0,68.24,1,2,2.3,1,0,2,2,1,0,0
66.01,51.67,55.3,0,81.94,1,0,0.0,0,1,0,1,1,0,1
93.01,44.61,53.88,1,69.05,2,1,6.8,1,2,2,0,1,1,0
83.9,87.39,86.75,0,72.09,2,1,5.8,0,3,0,0,1,1,0
67.12,90.78,78.67,2,64.14,1,0,4.2,2,2,1,2,1,1,0
67.11,71.12,88.77,0,79.92,2,1,6.6,1,0,1,2,0,1,0
67.5,85.54,74.48,2,80.04,1,0,3.0,2,3,1,1,0,0,0
100.0,68.14,62.84,1,71.85,1,0,3.1,0,2,0,2,0,1,0
77.35,64.48,83.88,0,82.15,2,2,2.8,2,2,1,0,1,0,0
78.02,60.67,67.6,1,56.42,2,1,5.6,2,2,1,1,1,0,0
86.42,61.03,70.65,2,67.93,1,0,1.3,1,1,2,2,1,0,1
75.34,41.24,67.49,0,73.3,1,0,3.0,2,1,0,0,0,1,0
68.37,70.23,32.64,2,63.28,1,1,5.1,2,1,1,0,0,1,0
69.25,65.35,87.26,2,57.51,2,0,2.1,1,1,2,1,0,1,0
71.0,77.93,73.89,2,71.92,1,2,3.2,2,0,2,1,0,1,0
71.48,67.5,71.96,1,81.94,1,1,0.1,0,2,1,1,0,1,0
82.19,63.4,67.26,1,87.82,1,1,5.7,1,1,0,1,1,1,0
72.73,52.06,69.96,1,69.53,2,1,3.1,0,0,1,2,0,1,0
82.26,67.15,60.83,0,82.33,1,0,2.3,1,1,2,1,0,1,0
70.87,77.81,75.4,2,81.37,2,2,1.9,2,0,0,2,0,0,1
73.1,47.71,52.31,1,87.19,2,0,3.7,0,3,2,0,0,0,1
44.03,67.4,70.23,2,71.5,1,1,1.3,0,1,1,1,0,1,0
84.83,69.73,74.74,1,57.01,1,1,8.4,0,1,0,1,1,0,1
76.85,54.51,65.62,2,75.7,1,0,0.0,2,2,1,1,1,1,0
85.97,56.59,72.45,1,64.86,2,2,3.6,0,1,1,1,0,1,0
31.45,69.69,56.1,1,67.76,1,0,4.7,0,1,1,1,1,1,0
100.0,47.87,56.41,1,71.99,2,0,2.9,2,0,2,1,0,0,0
70.05,71.6,70.84,1,71.61,2,1,4.9,2,2,0,1,1,1,0
87.51,51.67,76.14,2,76.42,2,0,2.9,2,2,0,2,0,0,0
57.44,83.01,45.5,1,82.03,2,0,7.6,0,3,2,1,0,0,1
80.58,100.0,74.26,1,71.32,2,0,2.3,0,0,0,1,0,1,0
57.25,52.23,61.48,1,78.96,2,0,0.0,0,1,0,1,1,0,1
63.27,74.55,65.69,2,75.15,1,0,1.9,1,0,1,2,0,0,1
98.8,54.37,51.93,1,84.35,1,1,5.3,0,1,1,1,1,1,0
69.33,82.66,57.78,2,73.11,2,0,4.3,0,3,2,1,0,1,0
75.04,45.76,79.59,0,74.21,2,0,6.0,1,1,0,0,0,1,0
84.18,73.69,68.39,2,71.26,1,1,5.5,1,2,2,1,1,1,0
78.94,52.03,63.41,0,73.38,1,0,3.2,0,3,2,0,0,1,0
74.11,62.69,66.6,1,67.17,1,0,3.5,1,1,2,0,1,0,0
77.11,49.5,73.87,1,66.17,1,2,3.7,0,3,2,1,0,0,1
100.0,79.16,73.29,2,82.76,2,0,8.3,2,2,1,1,1,0,0
71.19,52.61,67.1,1,64.17,1,1,5.9,2,2,2,1,1,0,0
74.82,74.83,81.12,1,71.81,2,0,8.3,2,0,0,0,0,0,0
86.71,60.49,79.65,2,85.15,2,2,6.2,2,1,1,2,0,1,0
87.48,64.17,72.96,1,71.47,1,2,4.4,1,3,1,2,0,0,0
88.62,68.36,68.66,0,83.29,1,2,2.5,0,0,2,1,0,1,0
80.94,53.81,75.89,0,69.09,2,0,4.9,1,3,1,1,1,0,0
56.0,69.37,71.77,1,64.49,2,1,4.4,2,0,1,0,1,0,0
94.87,90.49,80.73,1,59.05,2,2,4.3,2,0,1,0,1,0,0
55.95,53.55,78.79,0,88.13,2,0,4.1,0,0,1,2,1,1,0
76.24,84.75,55.78,1,63.63,1,0,0.4,1,2,1,0,1,0,0
61.44,89.97,54.97,0,82.47,1,0,7.0,2,2,1,2,0,1,0
71.1,52.94,59.59,2,65.0,1,0,4.4,1,2,0,1,0,0,0
76.6,42.72,79.71,0,88.17,1,1,1.7,0,2,1,2,1,0,1
76.5,70.83,49.08,1,97.07,1,1,5.5,0,3,1,2,0,1,0
77.91,57.24,72.74,1,58.13,2,2,2.8,1,1,2,1,1,1,0
94.59,95.9,72.35,0,64.15,2,0,5.6,0,2,1,2,1,0,1
78.35,66.56,81.95,0,82.73,1,0,6.3,1,1,1,0,0,0,0
68.58,53.16,70.16,1,80.13,1,0,6.5,1,0,2,0,1,0,0
85.5,47.65,51.88,1,82.77,2,0,4.2,1,1,0,1,0,0,0
88.65,83.44,56.49,1,69.26,2,0,3.7,2,2,0,1,0,1,0
54.81,56.86,53.82,2,94.88,1,0,3.2,2,3,1,0,1,0,0
80.36,66.7,61.54,2,76.18,1,0,3.1,1,2,0,0,1,1,0
81.82,81.29,65.81,0,62.83,2,0,4.5,0,3,0,0,1,1,0
67.83,58.25,54.01,0,72.47,1,0,4.1,0,2,0,0,0,0,1
91.26,65.27,85.65,2,62.96,1,1,2.8,2,0,0,2,1,1,0
69.9,65.73,52.1,2,90.91,2,2,2.2,1,3,1,0,1,0,0
73.76,76.93,84.15,0,68.4,2,2,4.3,2,0,1,1,0,0,0
69.58,75.45,82.22,2,79.92,2,2,3.6,1,2,2,1,0,1,0
72.22,62.48,78.78,0,70.29,1,2,2.2,0,0,1,0,0,1,0
56.65,67.02,59.67,1,68.85,2,0,6.2,0,1,1,2,0,0,1
51.84,60.05,72.11,0,55.9,1,0,8.0,2,1,0,0,0,0,0
94.32,42.36,52.67,2,80.98,2,0,6.4,0,3,0,0,0,1,0
60.14,70.12,78.93,2,87.99,1,1,3.1,1,1,1,1,1,1,0
58.12,96.28,67.11,2,65.84,1,1,4.4,0,1,1,1,0,1,0
41.85,51.86,63.09,0,59.55,2,2,7.6,0,2,0,2,0,0,1
63.05,53.63,53.32,2,83.03,1,0,2.2,2,2,1,2,1,0,0
53.48,52.07,38.27,0,58.54,1,0,6.1,1,1,1,2,0,1,0
94.99,77.59,55.54,1,87.2,2,0,1.6,2,3,0,1,1,0,0
86.14,73.18,81.35,1,65.96,1,0,7.9,2,1,0,2,1,0,0
62.37,63.46,63.17,2,63.97,2,1,3.6,0,2,2,0,1,1,0
100.0,51.31,65.97,0,77.48,1,1,9.0,1,0,1,0,1,1,0
85.74,67.48,75.87,0,64.62,2,0,8.0,1,3,0,1,0,1,0
67.45,40.97,89.67,2,67.93,2,0,4.3,2,3,0,0,0,0,0
37.01,68.29,83.9,0,78.54,1,1,3.1,2,1,1,2,0,0,0
100.0,79.94,56.33,2,50.71,2,0,4.9,0,0,1,0,0,1,0
52.55,45.98,44.69,2,91.42,2,0,4.1,1,3,0,2,0,0,0
48.96,41.48,96.32,1,75.44,1,1,3.7,1,3,1,2,1,0,1
86.32,91.27,95.23,2,62.07,2,0,1.2,0,2,2,2,0,1,1
100.0,56.21,70.26,0,64.83,2,2,3.5,2,1,0,0,0,1,0
91.38,84.18,52.75,2,84.92,2,2,2.3,1,1,0,1,0,0,0
79.89,63.54,79.56,1,81.01,2,2,5.6,0,3,1,2,0,0,1
80.33,63.41,66.7,1,88.87,1,0,6.5,2,0,0,0,1,0,0
83.95,73.01,66.64,0,68.17,2,1,6.0,0,0,1,1,1,1,0
82.63,51.86,78.73,2,77.97,2,2,5.2,1,0,2,0,1,0,0
75.94,68.12,72.01,0,79.27,2,0,2.8,2,0,2,1,1,0,0
73.46,59.9,53.77,0,81.95,1,2,4.9,0,1,2,0,1,0,1
71.12,44.87,64.1,2,86.27,1,0,6.1,0,2,0,2,1,1,0
61.44,71.4,75.93,1,67.83,2,1,3.3,0,0,2,0,1,0,1
68.07,61.79,74.12,0,73.86,2,2,4.7,1,0,1,1,0,0,0
48.3,63.49,71.14,0,68.9,1,1,4.2,1,2,1,2,0,0,0
70.62,46.64,79.2,1,74.47,2,2,7.8,1,1,2,2,0,1,0
58.16,91.46,63.66,2,81.98,2,0,6.2,0,2,2,0,1,1,0
56.55,80.03,70.14,2,58.46,2,0,5.7,1,2,1,2,0,0,0
74.52,81.43,27.49,2,86.09,2,0,1.1,0,0,2,1,0,0,1
91.49,61.11,62.6,1,63.61,1,0,4.8,0,2,2,2,1,1,0
84.86,38.33,77.17,0,71.93,1,0,4.2,0,2,2,1,0,0,1
50.01,97.25,63.32,1,87.44,1,2,4.2,2,1,1,1,0,0,0
58.15,65.02,62.41,0,78.28,1,1,1.4,0,0,1,1,1,1,0
85.17,54.02,55.5,0,78.4,1,2,2.3,1,0,2,2,1,1,0
58.25,72.67,80.04,2,63.19,2,0,4.4,0,3,1,2,1,0,1
68.86,84.67,74.58,2,64.56,1,1,6.7,1,0,2,0,0,1,0
79.7,65.63,77.9,2,84.41,2,0,3.3,2,1,2,1,1,0,0
58.44,86.46,47.29,1,69.11,1,0,3.7,2,1,2,1,0,1,0
73.48,83.33,66.07,2,70.05,2,0,8.1,0,1,0,0,0,1,0
53.32,48.78,64.64,1,84.64,1,2,3.9,1,3,0,0,0,0,0
63.58,55.22,64.63,2,64.5,1,0,4.2,2,3,2,1,0,1,0
76.48,81.32,60.61,2,77.69,2,0,4.3,2,1,0,1,0,1,0
49.7,22.6,63.85,2,75.43,2,0,1.8,2,0,2,0,0,0,0
78.17,63.61,78.2,1,74.97,2,1,5.6,1,3,0,2,1,0,0
71.73,43.11,45.05,0,69.82,1,0,3.2,0,0,2,0,0,0,1
79.73,58.38,89.33,1,69.2,1,0,4.4,0,3,0,1,0,0,1
75.13,61.22,73.81,1,64.22,2,0,5.4,2,2,1,1,0,1,0
91.1,60.27,67.49,1,79.83,1,0,8.4,0,1,1,2,1,0,1
73.75,57.16,78.88,0,68.32,2,2,1.9,2,2,0,1,0,0,0
65.99,48.45,50.58,1,84.69,1,0,6.2,1,1,2,1,1,1,0
73.71,100.0,60.02,2,72.75,2,0,6.2,0,2,0,0,1,0,1
79.61,95.88,66.55,0,64.42,2,0,3.2,1,0,0,2,1,1,0
72.68,47.41,84.39,1,72.62,1,1,5.7,0,0,1,0,0,1,0
72.57,91.31,67.44,1,70.89,2,2,7.8,1,1,1,2,0,1,0
62.17,59.61,73.4,0,85.09,1,0,3.0,1,0,1,1,1,1,0
62.72,68.07,60.93,1,71.31,1,2,5.0,0,1,0,0,1,0,1
52.36,64.99,73.84,0,72.24,1,2,5.3,2,2,1,0,1,1,0
96.49,55.44,88.13,2,89.12,2,2,5.6,2,1,1,0,1,0,0
54.59,81.74,79.95,1,80.08,2,1,6.0,1,3,1,2,0,0,0
62.3,68.01,67.02,1,91.63,2,0,4.8,1,2,2,1,1,1,0
61.94,58.38,76.11,2,87.59,1,1,5.5,2,2,2,1,0,1,0
84.53,45.13,74.93,1,66.13,1,2,2.7,0,1,0,2,1,0,1
67.87,51.7,74.08,1,84.9,2,0,4.8,0,3,1,0,1,1,0
89.47,39.74,81.34,0,90.25,1,0,3.5,1,3,0,1,0,1,0
62.57,66.2,81.25,1,90.33,1,1,2.0,0,0,0,1,1,0,1
75.91,46.85,66.47,2,84.88,1,0,3.5,1,2,1,0,1,1,0
60.31,61.75,75.7,1,84.68,2,2,5.0,0,0,0,2,0,0,1
100.0,87.92,63.4,0,71.97,2,2,5.4,1,2,1,1,0,1,0
55.37,85.19,56.92,2,66.63,2,0,2.0,0,2,1,0,0,1,0
76.34,65.48,64.77,2,71.48,1,2,2.6,1,2,2,0,1,0,0
80.87,64.61,67.08,2,58.35,1,0,5.9,2,2,0,0,0,1,0
77.79,96.08,48.06,2,88.43,2,0,5.5,2,1,0,2,0,0,0
69.41,74.33,78.32,0,72.17,2,0,6.3,2,3,1,1,0,1,0
70.18,60.76,34.79,0,87.91,2,1,7.2,2,2,2,2,1,0,0
72.61,43.18,100.0,0,62.69,1,0,5.6,1,0,2,2,0,1,0
69.94,72.3,86.02,0,85.83,2,2,3.7,0,0,0,0,1,0,1
85.49,79.27,64.87,1,70.05,2,0,4.7,1,1,2,0,0,0,0
100.0,55.89,68.11,0,62.16,2,2,7.8,1,3,0,0,1,1,0
64.2,70.66,71.64,1,91.27,1,2,10.0,1,2,0,2,1,0,0
52.82,60.18,60.93,2,86.07,2,0,5.4,0,1,2,1,0,0,1
70.76,63.06,70.31,1,77.12,1,2,5.6,1,0,1,0,1,1,0
100.0,26.19,66.27,1,75.34,2,2,6.0,2,3,0,1,0,1,0
60.75,62.45,66.87,1,79.4,1,2,4.5,2,2,0,1,1,0,0
94.95,81.51,70.18,0,76.95,2,0,6.8,1,3,0,1,1,0,0
95.49,55.9,52.24,0,67.08,2,2,6.5,2,0,0,0,1,0,0
64.25,66.84,68.47,2,70.88,1,1,5.2,2,1,2,1,1,1,0
79.97,53.9,69.96,0,94.61,2,0,3.9,0,1,2,2,1,1,0
94.8,71.77,69.55,1,100.0,2,1,1.5,1,0,2,2,1,0,1
66.69,62.54,65.41,0,90.63,2,0,6.0,1,2,2,2,0,1,0
69.15,50.97,81.65,0,79.78,2,0,4.9,2,2,0,0,0,0,0
63.86,87.32,63.76,1,71.62,1,1,3.0,1,3,1,2,0,1,0
57.79,80.86,70.73,2,67.02,1,0,2.2,1,0,1,1,1,1,0
62.91,56.32,83.57,0,67.68,1,2,5.8,2,0,2,0,1,0,0
54.86,73.96,67.05,2,69.47,1,0,1.3,2,2,0,0,0,1,0
72.48,74.6,70.57,1,96.51,1,0,5.1,1,0,2,1,1,1,0
61.22,76.28,66.84,0,93.06,1,1,6.2,0,1,1,2,0,1,0
75.27,38.89,82.85,2,82.46,1,0,5.6,2,2,2,1,0,0,0
50.22,82.11,64.91,2,65.39,1,2,3.7,1,2,0,1,0,1,0
76.63,56.88,83.4,1,83.93,2,1,2.0,2,1,0,0,1,0,0
83.67,60.27,66.76,0,72.61,2,1,5.7,1,0,0,2,0,1,0
44.09,100.0,57.69,2,53.47,1,1,6.9,1,2,2,2,1,0,0
77.24,70.83,76.15,2,77.87,1,0,3.4,0,2,1,2,0,1,0
89.19,59.82,64.34,2,66.58,1,2,5.5,2,2,0,1,1,1,0
55.07,30.72,75.45,2,66.92,2,2,7.7,0,0,1,0,1,1,0
95.42,88.24,35.25,2,72.5,1,1,5.2,2,2,1,0,0,0,0
77.87,44.48,68.06,2,70.02,1,0,3.7,0,0,2,0,1,1,0
62.13,49.94,62.48,2,74.66,1,1,6.6,2,3,2,2,1,0,0
71.22,60.7,55.24,2,74.18,1,2,3.0,0,1,1,2,0,0,1
79.82,88.66,61.36,2,56.24,2,0,1.9,0,0,0,0,0,0,1
73.06,78.37,61.12,2,90.2,1,0,6.1,2,0,0,1,0,1,0
79.54,63.47,67.42,0,65.17,2,1,3.7,0,1,2,0,1,1,0
59.11,70.93,51.59,1,65.48,2,0,3.9,0,0,0,1,0,1,0
74.37,56.39,71.8,1,71.71,2,0,3.2,2,1,1,0,1,1,0
52.21,68.23,84.39,1,73.92,1,0,3.6,2,3,0,1,0,0,0
70.44,67.17,71.37,2,89.59,2,0,7.3,1,2,2,0,0,0,0
59.35,81.5,77.71,1,77.69,1,0,7.8,2,1,1,2,0,1,0
61.7,81.47,81.13,2,80.66,1,1,8.1,1,1,1,2,0,0,0
89.31,73.9,82.84,0,77.75,1,2,6.7,0,2,0,2,1,0,1
87.28,60.2,90.44,1,77.31,1,2,5.4,2,2,0,2,1,0,0
80.53,77.87,62.01,0,78.1,1,0,1.6,1,0,1,0,1,1,0
56.71,64.53,59.38,0,55.67,1,2,4.1,2,0,2,2,0,0,0
67.57,48.69,77.4,2,72.5,1,1,8.8,1,0,2,1,1,1,0
88.98,59.55,76.5,1,86.62,1,2,3.6,1,2,0,1,1,1,0
73.98,67.35,77.31,0,100.0,2,0,7.5,2,2,2,2,1,1,0
100.0,80.56,90.67,1,62.96,1,1,4.6,0,2,1,2,1,0,1
77.51,63.06,68.14,0,79.23,2,1,0.0,0,0,2,2,1,0,1
74.69,46.65,73.11,0,69.29,1,2,5.8,1,2,1,0,0,1,0
67.67,66.91,56.24,2,95.48,2,2,7.0,1,2,0,1,1,0,0
73.87,67.82,93.62,1,61.46,2,0,4.4,0,3,2,1,1,1,0
69.87,68.97,63.96,2,81.25,1,0,7.0,2,1,1,1,0,1,0
81.91,80.72,64.3,2,60.93,2,2,1.2,2,1,0,0,1,1,0
85.39,82.3,63.84,2,71.81,1,2,1.7,0,2,1,0,0,1,0
61.0,56.49,60.26,2,74.66,2,0,4.9,0,0,2,1,1,0,1
53.36,56.14,59.25,2,85.7,1,2,5.5,0,3,1,1,1,1,0
46.29,49.36,61.72,0,64.23,2,0,7.2,1,3,0,1,1,1,1
79.11,77.18,51.61,1,81.63,2,0,5.8,0,1,0,2,0,0,1
56.55,89.18,58.58,1,75.19,1,1,2.1,0,3,2,0,1,0,1
41.86,60.96,91.39,2,77.73,2,1,4.9,0,3,0,1,0,0,1
77.44,62.14,76.83,1,84.58,1,0,5.7,0,3,2,2,0,1,0
100.0,89.47,79.11,0,62.17,1,0,0.8,2,2,0,1,1,1,0
71.92,74.09,82.13,2,83.11,2,1,4.4,2,1,2,1,1,1,0
83.74,72.98,90.01,0,69.31,2,0,3.8,0,1,0,0,1,0,1
73.15,46.95,46.74,0,85.96,2,0,3.2,1,0,2,1,0,1,0
70.62,76.86,53.24,2,78.35,1,1,5.5,1,2,1,0,1,0,0
84.87,51.13,58.36,0,72.9,1,0,2.2,2,3,1,0,0,0,0
67.94,47.86,62.36,2,69.1,1,0,5.3,1,2,2,1,0,1,0
75.74,60.45,64.39,0,83.23,1,0,5.6,1,3,0,2,1,1,0
76.5,56.63,62.64,1,87.61,2,0,6.7,2,3,0,1,0,0,0
62.65,62.45,70.63,1,69.67,1,1,2.3,0,0,2,1,0,0,1
85.89,42.94,68.42,1,63.67,1,0,1.5,0,0,0,1,1,0,1
69.55,81.34,59.33,2,81.94,2,0,5.1,2,0,2,2,1,1,0
61.42,84.04,41.89,0,60.51,2,2,3.9,0,3,1,0,0,0,1
79.51,34.84,56.09,0,61.94,2,0,10.0,0,3,2,2,1,0,1
59.42,81.66,61.41,1,64.37,1,2,5.4,2,2,0,2,0,1,0
72.39,53.03,65.04,1,70.85,2,2,4.6,2,1,0,1,0,0,0
71.87,79.71,54.44,2,61.64,2,0,4.2,2,3,2,1,0,1,0
87.2,64.9,62.11,2,55.61,1,1,2.1,1,2,2,2,0,0,0
78.65,66.46,54.43,0,63.65,1,2,5.6,2,2,2,0,0,0,0
71.65,63.04,66.49,2,81.42,1,2,4.3,2,3,2,0,1,1,0
83.45,85.39,55.12,2,62.28,1,2,4.3,2,3,1,1,1,1,0
91.46,46.17,57.81,2,71.6,2,0,4.7,2,0,0,0,0,0,0
79.81,75.73,52.3,1,94.47,1,0,4.9,0,0,0,0,1,1,0
72.14,83.62,66.16,1,74.51,2,1,1.0,2,0,2,0,1,1,0
53.63,77.46,57.6,0,78.43,2,0,6.2,2,2,2,2,1,0,0
57.09,100.0,78.88,2,65.54,1,0,2.8,1,0,2,2,1,0,0
67.73,57.54,72.87,1,96.63,1,1,4.2,1,3,1,1,0,0,0
63.47,81.32,67.16,2,69.59,1,0,7.1,0,0,1,0,0,1,0
69.38,64.3,58.43,0,72.72,1,0,8.1,2,3,2,1,1,1,0
72.79,85.73,72.57,2,88.17,2,2,1.1,2,3,0,2,0,0,1
79.42,65.88,76.29,0,73.18,1,0,4.6,2,1,1,1,0,1,0
71.01,59.79,69.71,0,75.48,1,2,5.0,1,1,0,2,0,0,0
78.81,86.9,87.24,1,72.18,2,0,1.5,0,0,1,2,0,1,1
72.9,58.14,73.52,2,72.25,2,0,6.1,1,3,2,1,0,0,0
44.34,43.4,78.96,1,78.71,2,0,4.7,2,1,2,0,1,1,1
58.85,57.73,69.6,2,80.53,1,0,4.9,1,2,0,1,0,1,0
69.98,75.9,76.11,2,68.57,2,0,2.7,2,1,2,0,0,0,0
55.06,88.27,58.44,0,67.34,2,1,5.3,2,0,0,1,0,1,0
80.4,67.78,62.5,0,68.91,2,0,6.2,2,2,2,1,1,1,0
93.43,87.09,72.19,2,60.99,1,0,4.8,0,2,2,1,1,0,1
89.06,44.27,72.11,1,59.1,2,2,3.5,1,3,0,2,0,0,0
69.01,58.91,74.09,0,77.97,1,0,3.6,2,3,2,1,0,0,0
92.87,61.38,81.2,0,84.39,2,0,4.9,2,3,1,2,1,1,0
74.08,64.17,50.9,2,83.71,2,1,4.6,0,3,2,2,0,1,0
67.28,67.35,56.31,2,51.18,2,0,6.3,0,1,0,2,1,1,0
63.41,77.05,70.75,0,72.55,2,0,3.5,2,0,2,1,0,0,0
67.77,58.88,59.31,1,63.98,2,2,2.1,2,0,1,1,0,0,0
66.57,68.22,100.0,0,76.44,2,2,5.2,2,3,2,1,0,0,0
74.39,65.28,74.19,2,70.82,1,1,3.5,2,1,2,1,0,1,0
74.25,51.19,67.06,0,80.92,1,2,6.1,0,1,1,2,1,0,1
72.04,64.18,61.81,2,74.81,1,0,4.5,1,1,2,0,0,1,0
78.12,63.7,62.24,0,56.04,2,0,5.8,0,0,2,0,1,1,0
88.67,63.36,68.36,2,65.33,1,0,2.5,0,3,0,2,1,1,0
85.29,66.51,69.34,2,75.06,2,0,4.8,1,1,0,2,1,0,0
51.21,67.21,62.52,1,75.9,1,2,3.1,2,1,0,0,1,1,0
36.25,59.08,64.72,2,60.94,2,2,2.1,2,3,0,0,1,1,0
85.08,86.36,84.13,0,59.64,1,0,2.8,1,1,1,0,0,0,0
52.86,47.29,84.61,2,75.56,2,0,3.4,0,0,0,0,1,0,1
68.85,54.46,71.02,0,60.96,2,2,7.0,2,2,0,0,1,0,0
55.62,100.0,51.9,1,58.31,1,0,3.4,1,0,2,1,0,0,0
46.77,49.39,74.46,0,70.55,2,0,2.0,1,3,1,0,1,1,1
79.58,44.34,86.65,1,70.12,1,0,4.8,1,3,1,1,1,1,0
82.63,77.75,84.44,1,66.22,1,1,4.6,2,0,0,1,0,0,0
63.93,32.77,76.81,2,67.96,1,0,3.5,1,2,2,2,1,1,0
35.73,62.24,85.07,1,75.14,1,0,4.2,0,3,1,2,1,0,1
64.35,100.0,68.64,0,67.8,2,0,6.5,0,3,1,0,0,1,0
77.49,41.28,75.54,1,75.71,1,2,5.8,1,0,0,2,1,0,0
51.3,34.29,59.83,1,71.2,2,1,5.7,1,2,0,0,1,0,0
74.57,42.01,71.51,2,76.68,2,0,2.1,1,2,0,2,0,1,0
71.79,80.37,83.95,0,83.78,2,0,10.0,0,2,2,2,0,1,0
80.11,84.0,60.93,1,83.39,1,2,6.6,2,3,0,0,1,1,0
73.67,57.8,57.66,2,87.88,2,0,5.5,0,2,1,2,0,1,0
58.38,76.93,69.17,2,83.38,2,0,2.2,1,0,1,0,1,0,0
88.75,88.24,65.28,0,77.39,1,0,6.4,2,3,0,2,1,1,0
69.78,94.6,75.79,2,70.67,2,0,3.5,2,2,1,0,0,1,0
71.62,62.06,62.56,1,71.12,2,0,4.1,1,1,2,1,1,0,0
58.93,29.18,88.62,2,66.22,2,0,1.1,1,2,0,0,0,1,0
65.79,52.87,52.52,0,75.05,2,0,2.0,0,2,1,2,0,0,1
59.61,59.17,83.04,0,81.97,2,0,5.4,0,3,1,1,0,1,0
69.58,61.86,58.82,2,67.74,1,1,6.5,0,0,0,1,0,1,0
95.96,62.99,46.45,1,74.63,1,0,5.9,1,1,1,0,0,0,0
52.79,83.9,70.85,2,68.23,1,0,5.8,2,3,1,0,1,0,0
49.41,86.39,64.94,0,77.09,1,2,4.4,0,2,0,1,1,0,1
92.6,63.25,54.68,2,69.51,1,0,3.7,1,3,2,0,1,0,0
69.07,83.58,47.82,2,67.6,2,1,5.1,2,3,1,0,0,1,0
62.63,71.72,67.9,1,68.2,1,1,6.1,1,1,2,0,0,1,0
86.56,67.03,79.71,2,80.03,2,1,4.5,1,2,2,2,0,1,0
63.52,80.5,75.02,1,74.03,2,1,6.9,1,3,2,2,0,1,0
97.56,67.16,68.68,2,70.72,1,0,4.1,0,0,2,1,0,0,1
81.49,98.92,73.75,2,77.61,1,1,2.5,1,1,2,1,1,0,0
65.17,42.99,67.67,1,70.85,2,2,4.5,1,3,1,1,0,0,0
100.0,57.76,50.84,1,86.27,2,0,4.7,1,1,1,0,0,0,0
63.52,63.98,50.95,0,65.26,1,1,4.3,0,3,2,0,0,1,0
82.39,73.03,65.56,1,73.13,1,0,7.1,1,3,0,0,1,1,0
76.19,86.29,66.07,2,60.95,2,0,6.1,1,3,2,1,1,0,0
90.22,65.61,78.21,0,71.53,2,0,1.6,0,0,0,1,1,1,0
93.86,43.24,77.09,1,58.2,1,0,7.6,1,0,1,2,0,0,0
72.45,79.48,75.26,1,82.46,1,0,0.0,2,0,0,0,0,1,0
61.45,78.08,64.64,0,82.67,1,0,8.8,1,3,1,0,0,0,0
78.44,34.93,51.43,2,82.84,2,1,3.9,1,0,0,2,1,1,0
62.51,65.94,72.94,2,75.29,2,2,4.1,0,1,2,1,0,1,0
100.0,40.56,74.3,0,66.2,2,0,4.4,0,0,1,1,0,1,0
73.91,55.37,39.34,2,67.0,2,2,5.3,0,1,0,1,1,0,1
66.89,51.56,57.99,1,90.3,1,0,4.5,0,2,2,0,1,0,1
74.59,78.95,59.71,2,89.36,1,2,4.2,2,2,0,2,1,0,0
