jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout,Income vs Admission,PSxIA,peer_focused_mh,parental_support
69.9,65.73,52.1,2,90.91,2,2,2.2,1,3,1,0,1,0,0,1,1.3600000000000003,1,1.3600000000000003
73.76,76.93,84.15,0,68.4,2,2,4.3,2,0,1,1,0,0,0,2,2.78,2,1.39
69.58,75.45,82.22,2,79.92,2,2,3.6,1,2,2,1,0,1,0,4,6.32,2,1.58
72.22,62.48,78.78,0,70.29,1,2,2.2,0,0,1,0,0,1,0,3,2.28,0,0.76
56.65,67.02,59.67,1,68.85,2,0,6.2,0,1,1,2,0,0,1,0,0.0,4,2.06
51.84,60.05,72.11,0,55.9,1,0,8.0,2,1,0,0,0,0,0,2,5.2,0,2.6
94.32,42.36,52.67,2,80.98,2,0,6.4,0,3,0,0,0,1,0,3,7.56,0,2.52
60.14,70.12,78.93,2,87.99,1,1,3.1,1,1,1,1,1,1,0,4,4.72,3,1.18
58.12,96.28,67.11,2,65.84,1,1,4.4,0,1,1,1,0,1,0,3,4.71,2,1.57
41.85,51.86,63.09,0,59.55,2,2,7.6,0,2,0,2,0,0,1,0,0.0,4,2.78
63.05,53.63,53.32,2,83.03,1,0,2.2,2,2,1,2,1,0,0,2,2.12,5,1.06
53.48,52.07,38.27,0,58.54,1,0,6.1,1,1,1,2,0,1,0,4,8.12,4,2.03
94.99,77.59,55.54,1,87.2,2,0,1.6,2,3,0,1,1,0,0,2,2.16,3,1.08
86.14,73.18,81.35,1,65.96,1,0,7.9,2,1,0,2,1,0,0,2,5.140000000000001,5,2.5700000000000003
62.37,63.46,63.17,2,63.97,2,1,3.6,0,2,2,0,1,1,0,3,4.59,1,1.53
100.0,51.31,65.97,0,77.48,1,1,9.0,1,0,1,0,1,1,0,4,10.999999999999998,1,2.75
85.74,67.48,75.87,0,64.62,2,0,8.0,1,3,0,1,0,1,0,4,12.0,2,3.0
67.45,40.97,89.67,2,67.93,2,0,4.3,2,3,0,0,0,0,0,2,3.78,0,1.89
37.01,68.29,83.9,0,78.54,1,1,3.1,2,1,1,2,0,0,0,2,2.36,4,1.18
100.0,79.94,56.33,2,50.71,2,0,4.9,0,0,1,0,0,1,0,3,4.41,0,1.47
52.55,45.98,44.69,2,91.42,2,0,4.1,1,3,0,2,0,0,0,1,1.83,4,1.83
48.96,41.48,96.32,1,75.44,1,1,3.7,1,3,1,2,1,0,1,1,1.7600000000000002,5,1.7600000000000002
86.32,91.27,95.23,2,62.07,2,0,1.2,0,2,2,2,0,1,1,3,2.28,4,0.76
100.0,56.21,70.26,0,64.83,2,2,3.5,2,1,0,0,0,1,0,5,6.75,0,1.35
91.38,84.18,52.75,2,84.92,2,2,2.3,1,1,0,1,0,0,0,1,0.99,2,0.99
79.89,63.54,79.56,1,81.01,2,2,5.6,0,3,1,2,0,0,1,0,0.0,4,2.3800000000000003
80.33,63.41,66.7,1,88.87,1,0,6.5,2,0,0,0,1,0,0,2,3.9,1,1.95
83.95,73.01,66.64,0,68.17,2,1,6.0,0,0,1,1,1,1,0,3,5.55,3,1.85
82.63,51.86,78.73,2,77.97,2,2,5.2,1,0,2,0,1,0,0,1,1.66,1,1.66
75.94,68.12,72.01,0,79.27,2,0,2.8,2,0,2,1,1,0,0,2,1.68,3,0.84
73.46,59.9,53.77,0,81.95,1,2,4.9,0,1,2,0,1,0,1,0,0.0,1,1.77
71.12,44.87,64.1,2,86.27,1,0,6.1,0,2,0,2,1,1,0,3,6.69,5,2.23
61.44,71.4,75.93,1,67.83,2,1,3.3,0,0,2,0,1,0,1,0,0.0,1,1.0399999999999998
68.07,61.79,74.12,0,73.86,2,2,4.7,1,0,1,1,0,0,0,1,1.51,2,1.51
48.3,63.49,71.14,0,68.9,1,1,4.2,1,2,1,2,0,0,0,1,1.7100000000000002,4,1.7100000000000002
70.62,46.64,79.2,1,74.47,2,2,7.8,1,1,2,2,0,1,0,4,10.56,4,2.64
58.16,91.46,63.66,2,81.98,2,0,6.2,0,2,2,0,1,1,0,3,6.779999999999999,1,2.26
56.55,80.03,70.14,2,58.46,2,0,5.7,1,2,1,2,0,0,0,1,2.11,4,2.11
74.52,81.43,27.49,2,86.09,2,0,1.1,0,0,2,1,0,0,1,0,0.0,2,0.33
91.49,61.11,62.6,1,63.61,1,0,4.8,0,2,2,2,1,1,0,3,5.52,5,1.84
84.86,38.33,77.17,0,71.93,1,0,4.2,0,2,2,1,0,0,1,0,0.0,2,1.66
50.01,97.25,63.32,1,87.44,1,2,4.2,2,1,1,1,0,0,0,2,3.12,2,1.56
58.15,65.02,62.41,0,78.28,1,1,1.4,0,0,1,1,1,1,0,3,1.41,3,0.47
85.17,54.02,55.5,0,78.4,1,2,2.3,1,0,2,2,1,1,0,4,3.16,5,0.7899999999999999
58.25,72.67,80.04,2,63.19,2,0,4.4,0,3,1,2,1,0,1,0,0.0,5,1.92
68.86,84.67,74.58,2,64.56,1,1,6.7,1,0,2,0,0,1,0,4,8.239999999999998,0,2.06
79.7,65.63,77.9,2,84.41,2,0,3.3,2,1,2,1,1,0,0,2,2.38,3,1.19
58.44,86.46,47.29,1,69.11,1,0,3.7,2,1,2,1,0,1,0,5,6.550000000000001,2,1.31
73.48,83.33,66.07,2,70.05,2,0,8.1,0,1,0,0,0,1,0,3,7.89,0,2.63
53.32,48.78,64.64,1,84.64,1,2,3.9,1,3,0,0,0,0,0,1,1.87,0,1.87
63.58,55.22,64.63,2,64.5,1,0,4.2,2,3,2,1,0,1,0,5,9.3,2,1.86
76.48,81.32,60.61,2,77.69,2,0,4.3,2,1,0,1,0,1,0,5,7.449999999999999,2,1.4899999999999998
49.7,22.6,63.85,2,75.43,2,0,1.8,2,0,2,0,0,0,0,2,1.08,0,0.54
78.17,63.61,78.2,1,74.97,2,1,5.6,1,3,0,2,1,0,0,1,2.33,5,2.33
71.73,43.11,45.05,0,69.82,1,0,3.2,0,0,2,0,0,0,1,0,0.0,0,0.96
79.73,58.38,89.33,1,69.2,1,0,4.4,0,3,0,1,0,0,1,0,0.0,2,1.92
75.13,61.22,73.81,1,64.22,2,0,5.4,2,2,1,1,0,1,0,5,10.1,2,2.02
91.1,60.27,67.49,1,79.83,1,0,8.4,0,1,1,2,1,0,1,0,0.0,5,2.72
73.75,57.16,78.88,0,68.32,2,2,1.9,2,2,0,1,0,0,0,2,2.14,2,1.07
65.99,48.45,50.58,1,84.69,1,0,6.2,1,1,2,1,1,1,0,4,8.24,3,2.06
73.71,100.0,60.02,2,72.75,2,0,6.2,0,2,0,0,1,0,1,0,0.0,1,2.26
79.61,95.88,66.55,0,64.42,2,0,3.2,1,0,0,2,1,1,0,4,3.84,5,0.96
72.68,47.41,84.39,1,72.62,1,1,5.7,0,0,1,0,0,1,0,3,5.28,0,1.76
72.57,91.31,67.44,1,70.89,2,2,7.8,1,1,1,2,0,1,0,4,10.56,4,2.64
62.17,59.61,73.4,0,85.09,1,0,3.0,1,0,1,1,1,1,0,4,3.6,3,0.8999999999999999
62.72,68.07,60.93,1,71.31,1,2,5.0,0,1,0,0,1,0,1,0,0.0,1,1.8
52.36,64.99,73.84,0,72.24,1,2,5.3,2,2,1,0,1,1,0,5,10.45,1,2.09
96.49,55.44,88.13,2,89.12,2,2,5.6,2,1,1,0,1,0,0,2,3.96,1,1.98
54.59,81.74,79.95,1,80.08,2,1,6.0,1,3,1,2,0,0,0,1,2.45,4,2.45
62.3,68.01,67.02,1,91.63,2,0,4.8,1,2,2,1,1,1,0,4,7.359999999999999,3,1.84
61.94,58.38,76.11,2,87.59,1,1,5.5,2,2,2,1,0,1,0,5,10.499999999999998,2,2.1
84.53,45.13,74.93,1,66.13,1,2,2.7,0,1,0,2,1,0,1,0,0.0,5,1.11
67.87,51.7,74.08,1,84.9,2,0,4.8,0,3,1,0,1,1,0,3,6.12,1,2.04
89.47,39.74,81.34,0,90.25,1,0,3.5,1,3,0,1,0,1,0,4,6.6000000000000005,2,1.65
62.57,66.2,81.25,1,90.33,1,1,2.0,0,0,0,1,1,0,1,0,0.0,3,0.65
75.91,46.85,66.47,2,84.88,1,0,3.5,1,2,1,0,1,1,0,4,5.800000000000001,1,1.4500000000000002
60.31,61.75,75.7,1,84.68,2,2,5.0,0,0,0,2,0,0,1,0,0.0,4,1.6
100.0,87.92,63.4,0,71.97,2,2,5.4,1,2,1,1,0,1,0,4,8.48,2,2.12
55.37,85.19,56.92,2,66.63,2,0,2.0,0,2,1,0,0,1,0,3,3.0,0,1.0
76.34,65.48,64.77,2,71.48,1,2,2.6,1,2,2,0,1,0,0,1,1.2800000000000002,1,1.2800000000000002
80.87,64.61,67.08,2,58.35,1,0,5.9,2,2,0,0,0,1,0,5,10.85,0,2.17
77.79,96.08,48.06,2,88.43,2,0,5.5,2,1,0,2,0,0,0,2,3.7,4,1.85
69.41,74.33,78.32,0,72.17,2,0,6.3,2,3,1,1,0,1,0,5,12.45,2,2.49
70.18,60.76,34.79,0,87.91,2,1,7.2,2,2,2,2,1,0,0,2,5.22,5,2.61
72.61,43.18,100.0,0,62.69,1,0,5.6,1,0,2,2,0,1,0,4,6.72,4,1.68
69.94,72.3,86.02,0,85.83,2,2,3.7,0,0,0,0,1,0,1,0,0.0,1,1.2100000000000002
85.49,79.27,64.87,1,70.05,2,0,4.7,1,1,2,0,0,0,0,1,1.61,0,1.61
100.0,55.89,68.11,0,62.16,2,2,7.8,1,3,0,0,1,1,0,4,12.16,1,3.04
64.2,70.66,71.64,1,91.27,1,2,10.0,1,2,0,2,1,0,0,1,3.5,5,3.5
52.82,60.18,60.93,2,86.07,2,0,5.4,0,1,2,1,0,0,1,0,0.0,2,1.82
70.76,63.06,70.31,1,77.12,1,2,5.6,1,0,1,0,1,1,0,4,7.12,1,1.78
100.0,26.19,66.27,1,75.34,2,2,6.0,2,3,0,1,0,1,0,5,12.5,2,2.5
60.75,62.45,66.87,1,79.4,1,2,4.5,2,2,0,1,1,0,0,2,3.7,3,1.85
94.95,81.51,70.18,0,76.95,2,0,6.8,1,3,0,1,1,0,0,1,2.64,3,2.64
95.49,55.9,52.24,0,67.08,2,2,6.5,2,0,0,0,1,0,0,2,4.1,1,2.05
64.25,66.84,68.47,2,70.88,1,1,5.2,2,1,2,1,1,1,0,5,9.05,3,1.81
79.97,53.9,69.96,0,94.61,2,0,3.9,0,1,2,2,1,1,0,3,4.109999999999999,5,1.37
94.8,71.77,69.55,1,100.0,2,1,1.5,1,0,2,2,1,0,1,1,0.4999999999999999,5,0.4999999999999999
66.69,62.54,65.41,0,90.63,2,0,6.0,1,2,2,2,0,1,0,4,8.799999999999999,4,2.2
69.15,50.97,81.65,0,79.78,2,0,4.9,2,2,0,0,0,0,0,2,3.74,0,1.87
63.86,87.32,63.76,1,71.62,1,1,3.0,1,3,1,2,0,1,0,4,6.2,4,1.55
57.79,80.86,70.73,2,67.02,1,0,2.2,1,0,1,1,1,1,0,4,2.64,3,0.66
62.91,56.32,83.57,0,67.68,1,2,5.8,2,0,2,0,1,0,0,2,3.68,1,1.84
54.86,73.96,67.05,2,69.47,1,0,1.3,2,2,0,0,0,1,0,5,3.95,0,0.79
72.48,74.6,70.57,1,96.51,1,0,5.1,1,0,2,1,1,1,0,4,6.119999999999999,3,1.5299999999999998
61.22,76.28,66.84,0,93.06,1,1,6.2,0,1,1,2,0,1,0,3,6.33,4,2.11
75.27,38.89,82.85,2,82.46,1,0,5.6,2,2,2,1,0,0,0,2,4.16,2,2.08
50.22,82.11,64.91,2,65.39,1,2,3.7,1,2,0,1,0,1,0,4,6.440000000000001,2,1.6100000000000003
76.63,56.88,83.4,1,83.93,2,1,2.0,2,1,0,0,1,0,0,2,1.7000000000000002,1,0.8500000000000001
83.67,60.27,66.76,0,72.61,2,1,5.7,1,0,0,2,0,1,0,4,7.04,4,1.76
44.09,100.0,57.69,2,53.47,1,1,6.9,1,2,2,2,1,0,0,1,2.52,5,2.52
77.24,70.83,76.15,2,77.87,1,0,3.4,0,2,1,2,0,1,0,3,4.26,4,1.42
89.19,59.82,64.34,2,66.58,1,2,5.5,2,2,0,1,1,1,0,5,10.75,3,2.15
55.07,30.72,75.45,2,66.92,2,2,7.7,0,0,1,0,1,1,0,3,7.23,1,2.41
95.42,88.24,35.25,2,72.5,1,1,5.2,2,2,1,0,0,0,0,2,4.02,0,2.01
77.87,44.48,68.06,2,70.02,1,0,3.7,0,0,2,0,1,1,0,3,3.33,1,1.11
62.13,49.94,62.48,2,74.66,1,1,6.6,2,3,2,2,1,0,0,2,5.26,5,2.63
71.22,60.7,55.24,2,74.18,1,2,3.0,0,1,1,2,0,0,1,0,0.0,4,1.2
79.82,88.66,61.36,2,56.24,2,0,1.9,0,0,0,0,0,0,1,0,0.0,0,0.57
73.06,78.37,61.12,2,90.2,1,0,6.1,2,0,0,1,0,1,0,5,9.15,2,1.83
79.54,63.47,67.42,0,65.17,2,1,3.7,0,1,2,0,1,1,0,3,4.08,1,1.36
59.11,70.93,51.59,1,65.48,2,0,3.9,0,0,0,1,0,1,0,3,3.51,2,1.17
74.37,56.39,71.8,1,71.71,2,0,3.2,2,1,1,0,1,1,0,5,5.8,1,1.16
52.21,68.23,84.39,1,73.92,1,0,3.6,2,3,0,1,0,0,0,2,3.3600000000000003,2,1.6800000000000002
70.44,67.17,71.37,2,89.59,2,0,7.3,1,2,2,0,0,0,0,1,2.59,0,2.59
59.35,81.5,77.71,1,77.69,1,0,7.8,2,1,1,2,0,1,0,5,12.7,4,2.54
61.7,81.47,81.13,2,80.66,1,1,8.1,1,1,1,2,0,0,0,1,2.68,4,2.68
89.31,73.9,82.84,0,77.75,1,2,6.7,0,2,0,2,1,0,1,0,0.0,5,2.51
87.28,60.2,90.44,1,77.31,1,2,5.4,2,2,0,2,1,0,0,2,4.24,5,2.12
80.53,77.87,62.01,0,78.1,1,0,1.6,1,0,1,0,1,1,0,4,1.92,1,0.48
56.71,64.53,59.38,0,55.67,1,2,4.1,2,0,2,2,0,0,0,2,2.66,4,1.3299999999999998
67.57,48.69,77.4,2,72.5,1,1,8.8,1,0,2,1,1,1,0,4,10.76,3,2.69
88.98,59.55,76.5,1,86.62,1,2,3.6,1,2,0,1,1,1,0,4,6.32,3,1.58
73.98,67.35,77.31,0,100.0,2,0,7.5,2,2,2,2,1,1,0,5,13.25,5,2.65
100.0,80.56,90.67,1,62.96,1,1,4.6,0,2,1,2,1,0,1,0,0.0,5,1.83
77.51,63.06,68.14,0,79.23,2,1,0.0,0,0,2,2,1,0,1,0,0.0,5,0.05
74.69,46.65,73.11,0,69.29,1,2,5.8,1,2,1,0,0,1,0,4,8.96,0,2.24
67.67,66.91,56.24,2,95.48,2,2,7.0,1,2,0,1,1,0,0,1,2.6,3,2.6
73.87,67.82,93.62,1,61.46,2,0,4.4,0,3,2,1,1,1,0,3,5.760000000000001,3,1.92
69.87,68.97,63.96,2,81.25,1,0,7.0,2,1,1,1,0,1,0,5,11.500000000000002,2,2.3000000000000003
81.91,80.72,64.3,2,60.93,2,2,1.2,2,1,0,0,1,1,0,5,3.3000000000000003,1,0.66
85.39,82.3,63.84,2,71.81,1,2,1.7,0,2,1,0,0,1,0,3,3.03,0,1.01
61.0,56.49,60.26,2,74.66,2,0,4.9,0,0,2,1,1,0,1,0,0.0,3,1.47
53.36,56.14,59.25,2,85.7,1,2,5.5,0,3,1,1,1,1,0,3,7.050000000000001,3,2.35
46.29,49.36,61.72,0,64.23,2,0,7.2,1,3,0,1,1,1,1,4,11.04,3,2.76
79.11,77.18,51.61,1,81.63,2,0,5.8,0,1,0,2,0,0,1,0,0.0,4,1.94
56.55,89.18,58.58,1,75.19,1,1,2.1,0,3,2,0,1,0,1,0,0.0,1,1.28
41.86,60.96,91.39,2,77.73,2,1,4.9,0,3,0,1,0,0,1,0,0.0,2,2.12
77.44,62.14,76.83,1,84.58,1,0,5.7,0,3,2,2,0,1,0,3,6.93,4,2.31
100.0,89.47,79.11,0,62.17,1,0,0.8,2,2,0,1,1,1,0,5,3.2,3,0.64
71.92,74.09,82.13,2,83.11,2,1,4.4,2,1,2,1,1,1,0,5,7.85,3,1.57
83.74,72.98,90.01,0,69.31,2,0,3.8,0,1,0,0,1,0,1,0,0.0,1,1.34
73.15,46.95,46.74,0,85.96,2,0,3.2,1,0,2,1,0,1,0,4,3.84,2,0.96
70.62,76.86,53.24,2,78.35,1,1,5.5,1,2,1,0,1,0,0,1,2.1,1,2.1
84.87,51.13,58.36,0,72.9,1,0,2.2,2,3,1,0,0,0,0,2,2.5200000000000005,0,1.2600000000000002
67.94,47.86,62.36,2,69.1,1,0,5.3,1,2,2,1,0,1,0,4,7.959999999999999,2,1.99
75.74,60.45,64.39,0,83.23,1,0,5.6,1,3,0,2,1,1,0,4,9.12,5,2.28
76.5,56.63,62.64,1,87.61,2,0,6.7,2,3,0,1,0,0,0,2,5.22,2,2.61
62.65,62.45,70.63,1,69.67,1,1,2.3,0,0,2,1,0,0,1,0,0.0,2,0.74
85.89,42.94,68.42,1,63.67,1,0,1.5,0,0,0,1,1,0,1,0,0.0,3,0.4499999999999999
69.55,81.34,59.33,2,81.94,2,0,5.1,2,0,2,2,1,1,0,5,7.649999999999999,5,1.5299999999999998
61.42,84.04,41.89,0,60.51,2,2,3.9,0,3,1,0,0,0,1,0,0.0,0,1.87
79.51,34.84,56.09,0,61.94,2,0,10.0,0,3,2,2,1,0,1,0,0.0,5,3.6
59.42,81.66,61.41,1,64.37,1,2,5.4,2,2,0,2,0,1,0,5,10.6,4,2.12
72.39,53.03,65.04,1,70.85,2,2,4.6,2,1,0,1,0,0,0,2,3.36,2,1.68
71.87,79.71,54.44,2,61.64,2,0,4.2,2,3,2,1,0,1,0,5,9.3,2,1.86
87.2,64.9,62.11,2,55.61,1,1,2.1,1,2,2,2,0,0,0,1,1.08,4,1.08
78.65,66.46,54.43,0,63.65,1,2,5.6,2,2,2,0,0,0,0,2,4.36,0,2.18
71.65,63.04,66.49,2,81.42,1,2,4.3,2,3,2,0,1,1,0,5,9.95,1,1.99
83.45,85.39,55.12,2,62.28,1,2,4.3,2,3,1,1,1,1,0,5,9.95,3,1.99
91.46,46.17,57.81,2,71.6,2,0,4.7,2,0,0,0,0,0,0,2,2.82,0,1.41
79.81,75.73,52.3,1,94.47,1,0,4.9,0,0,0,0,1,1,0,3,4.41,1,1.47
72.14,83.62,66.16,1,74.51,2,1,1.0,2,0,2,0,1,1,0,5,1.75,1,0.35
53.63,77.46,57.6,0,78.43,2,0,6.2,2,2,2,2,1,0,0,2,4.52,5,2.26
57.09,100.0,78.88,2,65.54,1,0,2.8,1,0,2,2,1,0,0,1,0.84,5,0.84
67.73,57.54,72.87,1,96.63,1,1,4.2,1,3,1,1,0,0,0,1,1.91,2,1.91
63.47,81.32,67.16,2,69.59,1,0,7.1,0,0,1,0,0,1,0,3,6.39,0,2.13
69.38,64.3,58.43,0,72.72,1,0,8.1,2,3,2,1,1,1,0,5,15.15,3,3.03
72.79,85.73,72.57,2,88.17,2,2,1.1,2,3,0,2,0,0,1,2,2.0600000000000005,4,1.0300000000000002
79.42,65.88,76.29,0,73.18,1,0,4.6,2,1,1,1,0,1,0,5,7.899999999999999,2,1.5799999999999998
71.01,59.79,69.71,0,75.48,1,2,5.0,1,1,0,2,0,0,0,1,1.8,4,1.8
78.81,86.9,87.24,1,72.18,2,0,1.5,0,0,1,2,0,1,1,3,1.35,4,0.4499999999999999
72.9,58.14,73.52,2,72.25,2,0,6.1,1,3,2,1,0,0,0,1,2.43,2,2.43
44.34,43.4,78.96,1,78.71,2,0,4.7,2,1,2,0,1,1,1,5,8.049999999999999,1,1.61
58.85,57.73,69.6,2,80.53,1,0,4.9,1,2,0,1,0,1,0,4,7.48,2,1.87
69.98,75.9,76.11,2,68.57,2,0,2.7,2,1,2,0,0,0,0,2,2.02,0,1.01
55.06,88.27,58.44,0,67.34,2,1,5.3,2,0,0,1,0,1,0,5,8.2,2,1.64
80.4,67.78,62.5,0,68.91,2,0,6.2,2,2,2,1,1,1,0,5,11.3,3,2.26
93.43,87.09,72.19,2,60.99,1,0,4.8,0,2,2,1,1,0,1,0,0.0,3,1.84
89.06,44.27,72.11,1,59.1,2,2,3.5,1,3,0,2,0,0,0,1,1.7500000000000002,4,1.7500000000000002
69.01,58.91,74.09,0,77.97,1,0,3.6,2,3,2,1,0,0,0,2,3.3600000000000003,2,1.6800000000000002
92.87,61.38,81.2,0,84.39,2,0,4.9,2,3,1,2,1,1,0,5,10.35,5,2.0700000000000003
74.08,64.17,50.9,2,83.71,2,1,4.6,0,3,2,2,0,1,0,3,6.09,4,2.03
67.28,67.35,56.31,2,51.18,2,0,6.3,0,1,0,2,1,1,0,3,6.27,5,2.09
63.41,77.05,70.75,0,72.55,2,0,3.5,2,0,2,1,0,0,0,2,2.1,2,1.05
67.77,58.88,59.31,1,63.98,2,2,2.1,2,0,1,1,0,0,0,2,1.46,2,0.73
66.57,68.22,100.0,0,76.44,2,2,5.2,2,3,2,1,0,0,0,2,4.5200000000000005,2,2.26
74.39,65.28,74.19,2,70.82,1,1,3.5,2,1,2,1,0,1,0,5,6.5,2,1.3
74.25,51.19,67.06,0,80.92,1,2,6.1,0,1,1,2,1,0,1,0,0.0,5,2.13
72.04,64.18,61.81,2,74.81,1,0,4.5,1,1,2,0,0,1,0,4,6.199999999999999,0,1.5499999999999998
78.12,63.7,62.24,0,56.04,2,0,5.8,0,0,2,0,1,1,0,3,5.22,1,1.74
88.67,63.36,68.36,2,65.33,1,0,2.5,0,3,0,2,1,1,0,3,4.050000000000001,5,1.35
85.29,66.51,69.34,2,75.06,2,0,4.8,1,1,0,2,1,0,0,1,1.64,5,1.64
51.21,67.21,62.52,1,75.9,1,2,3.1,2,1,0,0,1,1,0,5,6.15,1,1.23
36.25,59.08,64.72,2,60.94,2,2,2.1,2,3,0,0,1,1,0,5,6.65,1,1.33
85.08,86.36,84.13,0,59.64,1,0,2.8,1,1,1,0,0,0,0,1,1.04,0,1.04
52.86,47.29,84.61,2,75.56,2,0,3.4,0,0,0,0,1,0,1,0,0.0,1,1.02
68.85,54.46,71.02,0,60.96,2,2,7.0,2,2,0,0,1,0,0,2,5.2,1,2.6
55.62,100.0,51.9,1,58.31,1,0,3.4,1,0,2,1,0,0,0,1,1.02,2,1.02
46.77,49.39,74.46,0,70.55,2,0,2.0,1,3,1,0,1,1,1,4,4.800000000000001,1,1.2000000000000002
79.58,44.34,86.65,1,70.12,1,0,4.8,1,3,1,1,1,1,0,4,8.16,3,2.04
82.63,77.75,84.44,1,66.22,1,1,4.6,2,0,0,1,0,0,0,2,2.86,2,1.43
63.93,32.77,76.81,2,67.96,1,0,3.5,1,2,2,2,1,1,0,4,5.800000000000001,5,1.4500000000000002
35.73,62.24,85.07,1,75.14,1,0,4.2,0,3,1,2,1,0,1,0,0.0,5,1.86
64.35,100.0,68.64,0,67.8,2,0,6.5,0,3,1,0,0,1,0,3,7.649999999999999,0,2.55
77.49,41.28,75.54,1,75.71,1,2,5.8,1,0,0,2,1,0,0,1,1.84,5,1.84
51.3,34.29,59.83,1,71.2,2,1,5.7,1,2,0,0,1,0,0,1,2.16,1,2.16
74.57,42.01,71.51,2,76.68,2,0,2.1,1,2,0,2,0,1,0,4,4.12,4,1.03
71.79,80.37,83.95,0,83.78,2,0,10.0,0,2,2,2,0,1,0,3,10.2,4,3.4
80.11,84.0,60.93,1,83.39,1,2,6.6,2,3,0,0,1,1,0,5,13.4,1,2.68
73.67,57.8,57.66,2,87.88,2,0,5.5,0,2,1,2,0,1,0,3,6.15,4,2.05
58.38,76.93,69.17,2,83.38,2,0,2.2,1,0,1,0,1,0,0,1,0.66,1,0.66
88.75,88.24,65.28,0,77.39,1,0,6.4,2,3,0,2,1,1,0,5,12.6,5,2.52
69.78,94.6,75.79,2,70.67,2,0,3.5,2,2,1,0,0,1,0,5,7.250000000000001,0,1.4500000000000002
71.62,62.06,62.56,1,71.12,2,0,4.1,1,1,2,1,1,0,0,1,1.4299999999999995,3,1.4299999999999995
58.93,29.18,88.62,2,66.22,2,0,1.1,1,2,0,0,0,1,0,4,2.92,0,0.73
65.79,52.87,52.52,0,75.05,2,0,2.0,0,2,1,2,0,0,1,0,0.0,4,1.0
59.61,59.17,83.04,0,81.97,2,0,5.4,0,3,1,1,0,1,0,3,6.66,2,2.22
69.58,61.86,58.82,2,67.74,1,1,6.5,0,0,0,1,0,1,0,3,6.0,2,2.0
95.96,62.99,46.45,1,74.63,1,0,5.9,1,1,1,0,0,0,0,1,1.97,0,1.97
52.79,83.9,70.85,2,68.23,1,0,5.8,2,3,1,0,1,0,0,2,4.68,1,2.34
49.41,86.39,64.94,0,77.09,1,2,4.4,0,2,0,1,1,0,1,0,0.0,3,1.8200000000000005
92.6,63.25,54.68,2,69.51,1,0,3.7,1,3,2,0,1,0,0,1,1.7100000000000002,1,1.7100000000000002
69.07,83.58,47.82,2,67.6,2,1,5.1,2,3,1,0,0,1,0,5,10.9,0,2.18
62.63,71.72,67.9,1,68.2,1,1,6.1,1,1,2,0,0,1,0,4,8.319999999999999,0,2.08
86.56,67.03,79.71,2,80.03,2,1,4.5,1,2,2,2,0,1,0,4,7.2,4,1.8
63.52,80.5,75.02,1,74.03,2,1,6.9,1,3,2,2,0,1,0,4,10.88,4,2.72
97.56,67.16,68.68,2,70.72,1,0,4.1,0,0,2,1,0,0,1,0,0.0,2,1.2299999999999998
81.49,98.92,73.75,2,77.61,1,1,2.5,1,1,2,1,1,0,0,1,1.0,3,1.0
65.17,42.99,67.67,1,70.85,2,2,4.5,1,3,1,1,0,0,0,1,2.05,2,2.05
100.0,57.76,50.84,1,86.27,2,0,4.7,1,1,1,0,0,0,0,1,1.61,0,1.61
63.52,63.98,50.95,0,65.26,1,1,4.3,0,3,2,0,0,1,0,3,5.82,0,1.94
82.39,73.03,65.56,1,73.13,1,0,7.1,1,3,0,0,1,1,0,4,10.92,1,2.73
76.19,86.29,66.07,2,60.95,2,0,6.1,1,3,2,1,1,0,0,1,2.43,3,2.43
90.22,65.61,78.21,0,71.53,2,0,1.6,0,0,0,1,1,1,0,3,1.44,3,0.48
93.86,43.24,77.09,1,58.2,1,0,7.6,1,0,1,2,0,0,0,1,2.28,4,2.28
72.45,79.48,75.26,1,82.46,1,0,0.0,2,0,0,0,0,1,0,5,0.0,0,0.0
61.45,78.08,64.64,0,82.67,1,0,8.8,1,3,1,0,0,0,0,1,3.24,0,3.24
78.44,34.93,51.43,2,82.84,2,1,3.9,1,0,0,2,1,1,0,4,4.88,5,1.22
62.51,65.94,72.94,2,75.29,2,2,4.1,0,1,2,1,0,1,0,3,4.59,2,1.5299999999999998
100.0,40.56,74.3,0,66.2,2,0,4.4,0,0,1,1,0,1,0,3,3.96,2,1.32
73.91,55.37,39.34,2,67.0,2,2,5.3,0,1,0,1,1,0,1,0,0.0,3,1.89
66.89,51.56,57.99,1,90.3,1,0,4.5,0,2,2,0,1,0,1,0,0.0,1,1.75
74.59,78.95,59.71,2,89.36,1,2,4.2,2,2,0,2,1,0,0,2,3.5200000000000005,5,1.7600000000000002
53.14,67.87,69.42,1,76.23,2,0,7.1,1,0,0,2,1,1,0,4,8.52,5,2.13
58.4,45.43,58.36,2,69.84,2,2,5.6,1,0,0,1,1,1,0,4,7.12,3,1.78
88.81,80.08,67.54,1,88.69,1,2,2.6,2,1,1,0,1,1,0,5,5.4,1,1.08
62.8,43.06,65.47,0,68.05,2,0,6.0,0,3,1,2,1,1,0,3,7.199999999999999,5,2.4
57.34,71.28,66.09,1,77.29,1,0,5.5,1,1,2,0,1,1,0,4,7.399999999999999,1,1.85
